REG|A0000069|1000042
REG|A0510707|1000060
REG|A0000135|1000098
REG|A0000181|1000136
REG|A0000227|1000177
REG|A0000280|1000219
REG|A0000328|1000264
REG|A0361234|1000273
REG|A0000373|1000290
REG|A0000421|1000331
